season,week,weekly_rank,season_rank,celebrity_name,total_score,ballroom_partner,estimated_fan_percent,fan_percent_min,fan_percent_max,estimated_fan_rank_milp,inferred_fan_rank,certainty,computed_total_rank,rank_based_score,is_predicted_eliminated_rank,prediction_outcome_rank,is_week_prediction_correct_rank,judge_percent,percent_based_score,is_predicted_eliminated_percent,prediction_outcome_percent,is_week_prediction_correct_percent,is_actual_eliminated
17,9,2.0,6,Elizabeth Berkley Lauren,28.0,Valentin Chmerkovskiy,2.57,0.0,15.55,,6,0.8445,6,8.0,False,Incorrectly Predicted Safe,False,17.77777777777778,10.17388888888889,True,Correctly Predicted Eliminated,True,True
17,9,3.0,5,Leah Remini,27.0,Tony Dovolani,9.52,0.64,93.3,,5,0.0734,5,8.0,False,Correctly Predicted Safe,False,17.142857142857142,13.331428571428571,False,Correctly Predicted Safe,True,False
17,9,3.0,3,Jack Osbourne,27.0,Cheryl Burke,23.11,0.64,93.3,,3,0.0734,2,6.0,False,Correctly Predicted Safe,False,17.142857142857142,20.12642857142857,False,Correctly Predicted Safe,True,False
17,9,5.0,1,Amber Riley,25.5,Derek Hough,23.79,1.6,94.26,,2,0.0734,3,7.0,False,Correctly Predicted Safe,False,16.19047619047619,19.990238095238094,False,Correctly Predicted Safe,True,False
17,9,6.0,4,Bill Engvall,21.0,Emma Slater,17.22,4.45,97.11,,4,0.0734,4,10.0,True,Incorrectly Predicted Eliminated,False,13.333333333333334,15.276666666666667,False,Correctly Predicted Safe,True,False
17,10,1.0,1,Amber Riley,39.5,Derek Hough,29.07,0.0,98.56,,1,0.0144,1,2.0,False,Correctly Predicted Safe,False,22.57142857142857,25.820714285714285,False,Correctly Predicted Safe,True,False
17,10,2.0,2,Corbin Bleu,37.5,Karina Smirnoff,29.07,0.0,98.56,,2,0.0144,2,4.0,False,Correctly Predicted Safe,False,21.428571428571427,25.249285714285712,False,Correctly Predicted Safe,True,False
17,10,3.0,3,Jack Osbourne,35.5,Cheryl Burke,23.17,0.0,98.56,,3,0.0144,3,6.0,False,Correctly Predicted Safe,False,20.285714285714285,21.727857142857143,False,Correctly Predicted Safe,True,False
17,10,4.0,5,Leah Remini,32.5,Tony Dovolani,4.29,0.0,21.42,,5,0.7858,5,9.0,False,Incorrectly Predicted Safe,False,18.571428571428573,11.430714285714286,True,Correctly Predicted Eliminated,True,True
17,10,5.0,4,Bill Engvall,30.0,Emma Slater,14.4,1.44,100.0,,4,0.0144,4,9.0,True,Incorrectly Predicted Eliminated,False,17.142857142857142,15.771428571428572,False,Correctly Predicted Safe,True,False
17,11,1.0,1,Amber Riley,31.3332,Derek Hough,37.4,22.65,100.0,,1,0.2265,1,2.0,False,Correctly Predicted Safe,True,27.365383574062403,32.3826917870312,False,Correctly Predicted Safe,True,False
17,11,2.0,2,Corbin Bleu,29.6664,Karina Smirnoff,35.19,0.0,50.72,,2,0.4928,2,4.0,True,Correctly Predicted Eliminated,True,25.909655421775135,30.549827710887566,True,Correctly Predicted Eliminated,True,True
17,11,3.0,3,Jack Osbourne,27.9999,Cheryl Burke,20.78,0.0,34.78,,3,0.6522,3,6.0,True,Correctly Predicted Eliminated,True,24.45418927959448,22.61709463979724,True,Correctly Predicted Eliminated,True,True
17,11,4.0,4,Bill Engvall,25.4999,Emma Slater,6.63,0.0,27.71,,4,0.7229,4,8.0,True,Correctly Predicted Eliminated,True,22.27077172456799,14.450385862283994,True,Correctly Predicted Eliminated,True,True
18,1,1.0,5,Charlie White,27.0,Sharna Burgess,11.4,0.0,98.84,,1,0.0116,1,2.0,False,Correctly Predicted Safe,True,10.305343511450381,10.85267175572519,False,Correctly Predicted Safe,True,False
18,1,2.0,3,Candace Cameron Bure,25.0,Mark Ballas,11.4,0.0,98.84,,2,0.0116,2,4.0,False,Correctly Predicted Safe,True,9.541984732824428,10.470992366412215,False,Correctly Predicted Safe,True,False
18,1,3.0,6,Danica McKellar,24.0,Valentin Chmerkovskiy,11.24,0.0,98.84,,6,0.0116,5,9.0,False,Correctly Predicted Safe,True,9.16030534351145,10.200152671755724,False,Correctly Predicted Safe,True,False
18,1,3.0,2,Amy Purdy,24.0,Derek Hough,11.4,0.0,98.84,,5,0.0116,3,8.0,False,Correctly Predicted Safe,True,9.16030534351145,10.280152671755726,False,Correctly Predicted Safe,True,False
18,1,3.0,1,Meryl Davis,24.0,Maksim Chmerkoskiy,11.4,0.0,98.84,,4,0.0116,4,7.0,False,Correctly Predicted Safe,True,9.16030534351145,10.280152671755726,False,Correctly Predicted Safe,True,False
18,1,6.0,9,Cody Simpson,22.0,Witney Carson,6.06,0.0,98.84,,9,0.0116,9,15.0,False,Correctly Predicted Safe,True,8.396946564885496,7.228473282442748,False,Correctly Predicted Safe,True,False
18,1,7.0,4,James Maslow,21.0,Peta Murgatroyd,11.4,0.0,98.84,,3,0.0116,6,10.0,False,Correctly Predicted Safe,True,8.015267175572518,9.707633587786258,False,Correctly Predicted Safe,True,False
18,1,7.0,8,Drew Carey,21.0,Cheryl Burke,7.86,0.0,98.84,,8,0.0116,8,15.0,False,Correctly Predicted Safe,True,8.015267175572518,7.937633587786259,False,Correctly Predicted Safe,True,False
18,1,7.0,7,NeNe Leakes,21.0,Tony Dovolani,9.61,0.0,98.84,,7,0.0116,7,14.0,False,Correctly Predicted Safe,True,8.015267175572518,8.812633587786259,False,Correctly Predicted Safe,True,False
18,1,10.0,11,Sean Avery,20.0,Karina Smirnoff,2.64,0.0,98.84,,11,0.0116,11,21.0,False,Correctly Predicted Safe,True,7.633587786259542,5.136793893129771,False,Correctly Predicted Safe,True,False
18,1,11.0,12,Diana Nyad,18.0,Henry Byalikov,0.97,0.0,9.79,,12,0.9021,12,23.0,True,Correctly Predicted Eliminated,True,6.870229007633588,3.920114503816794,True,Correctly Predicted Eliminated,True,True
18,1,12.0,10,Billy Dee Williams,15.0,Emma Slater,4.61,1.16,100.0,,10,0.0116,10,22.0,False,Correctly Predicted Safe,True,5.7251908396946565,5.167595419847329,False,Correctly Predicted Safe,True,False
18,2,1.0,4,James Maslow,25.0,Peta Murgatroyd,12.51,0.0,97.47,,1,0.0253,1,2.0,False,Correctly Predicted Safe,True,10.245901639344263,11.377950819672131,False,Correctly Predicted Safe,True,False
18,2,1.0,5,Charlie White,25.0,Sharna Burgess,12.51,0.0,97.47,,2,0.0253,2,3.0,False,Correctly Predicted Safe,True,10.245901639344263,11.377950819672131,False,Correctly Predicted Safe,True,False
18,2,1.0,1,Meryl Davis,25.0,Maksim Chmerkoskiy,12.51,0.0,97.47,,3,0.0253,3,4.0,False,Correctly Predicted Safe,True,10.245901639344263,11.377950819672131,False,Correctly Predicted Safe,True,False
18,2,4.0,6,Danica McKellar,24.0,Valentin Chmerkovskiy,11.28,0.0,97.47,,6,0.0253,6,10.0,False,Correctly Predicted Safe,True,9.836065573770492,10.558032786885246,False,Correctly Predicted Safe,True,False
18,2,4.0,2,Amy Purdy,24.0,Derek Hough,12.51,0.0,97.47,,4,0.0253,4,8.0,False,Correctly Predicted Safe,True,9.836065573770492,11.173032786885246,False,Correctly Predicted Safe,True,False
18,2,6.0,9,Cody Simpson,22.0,Witney Carson,5.13,0.0,97.47,,9,0.0253,9,15.0,False,Correctly Predicted Safe,True,9.01639344262295,7.073196721311476,False,Correctly Predicted Safe,True,False
18,2,7.0,3,Candace Cameron Bure,21.0,Mark Ballas,12.51,0.02,97.49,,5,0.0253,5,12.0,False,Correctly Predicted Safe,True,8.60655737704918,10.55827868852459,False,Correctly Predicted Safe,True,False
18,2,7.0,11,Sean Avery,21.0,Karina Smirnoff,0.97,0.0,9.56,,11,0.9044,11,18.0,True,Correctly Predicted Eliminated,True,8.60655737704918,4.78827868852459,True,Correctly Predicted Eliminated,True,True
18,2,7.0,8,Drew Carey,21.0,Cheryl Burke,7.27,0.02,97.49,,8,0.0253,8,15.0,False,Correctly Predicted Safe,True,8.60655737704918,7.93827868852459,False,Correctly Predicted Safe,True,False
18,2,7.0,7,NeNe Leakes,21.0,Tony Dovolani,9.35,0.02,97.49,,7,0.0253,7,14.0,False,Correctly Predicted Safe,True,8.60655737704918,8.97827868852459,False,Correctly Predicted Safe,True,False
18,2,11.0,10,Billy Dee Williams,15.0,Emma Slater,3.44,2.47,12.98,,10,0.8949,10,21.0,True,Correctly Predicted Eliminated,True,6.147540983606557,4.793770491803278,True,Correctly Predicted Eliminated,True,True
18,5,2.0,4,James Maslow,111.0,Peta Murgatroyd,15.48,0.0,98.36,,2,0.0164,2,4.0,False,Correctly Predicted Safe,False,11.935483870967742,13.70774193548387,False,Correctly Predicted Safe,True,False
18,5,3.0,6,Danica McKellar,107.0,Valentin Chmerkovskiy,10.6,0.0,98.36,,6,0.0164,6,9.0,False,Correctly Predicted Safe,False,11.505376344086022,11.05268817204301,False,Correctly Predicted Safe,True,False
18,5,5.0,5,Charlie White,106.0,Sharna Burgess,13.72,0.0,98.36,,5,0.0164,5,10.0,False,Correctly Predicted Safe,False,11.397849462365592,12.558924731182795,False,Correctly Predicted Safe,True,False
18,5,3.0,2,Amy Purdy,107.0,Derek Hough,15.48,0.0,98.36,,4,0.0164,3,7.0,False,Correctly Predicted Safe,False,11.505376344086022,13.49268817204301,False,Correctly Predicted Safe,True,False
18,5,1.0,1,Meryl Davis,114.0,Maksim Chmerkoskiy,15.48,0.0,98.36,,3,0.0164,1,4.0,False,Correctly Predicted Safe,False,12.258064516129032,13.869032258064516,False,Correctly Predicted Safe,True,False
18,5,7.0,7,NeNe Leakes,99.0,Tony Dovolani,7.64,0.12,98.47,,7,0.0164,7,14.0,False,Correctly Predicted Safe,False,10.64516129032258,9.14258064516129,False,Correctly Predicted Safe,True,False
18,5,8.0,3,Candace Cameron Bure,95.0,Mark Ballas,15.48,0.55,98.9,,1,0.0164,4,9.0,False,Correctly Predicted Safe,False,10.21505376344086,12.84752688172043,False,Correctly Predicted Safe,True,False
18,5,6.0,9,Cody Simpson,100.0,Witney Carson,1.43,0.0,11.46,,9,0.8854,9,15.0,False,Incorrectly Predicted Safe,False,10.75268817204301,6.091344086021505,True,Correctly Predicted Eliminated,True,True
18,5,9.0,8,Drew Carey,91.0,Cheryl Burke,4.68,0.98,99.33,,8,0.0164,8,17.0,True,Incorrectly Predicted Eliminated,False,9.78494623655914,7.23247311827957,False,Correctly Predicted Safe,True,False
18,6,1.0,1,Meryl Davis,40.0,Maksim Chmerkoskiy,17.47,0.0,99.99,,1,0.0001,1,2.0,False,Correctly Predicted Safe,True,14.184397163120568,15.827198581560284,False,Correctly Predicted Safe,True,False
18,6,2.0,2,Amy Purdy,38.0,Derek Hough,17.47,0.0,99.99,,3,0.0001,2,5.0,False,Correctly Predicted Safe,True,13.47517730496454,15.472588652482269,False,Correctly Predicted Safe,True,False
18,6,3.0,6,Danica McKellar,36.0,Valentin Chmerkovskiy,9.42,0.0,99.99,,6,0.0001,6,9.0,False,Correctly Predicted Safe,True,12.76595744680851,11.092978723404254,False,Correctly Predicted Safe,True,False
18,6,3.0,5,Charlie White,36.0,Sharna Burgess,13.3,0.0,99.99,,5,0.0001,5,8.0,False,Correctly Predicted Safe,True,12.76595744680851,13.032978723404256,False,Correctly Predicted Safe,True,False
18,6,5.0,4,James Maslow,35.0,Peta Murgatroyd,17.25,0.0,99.99,,4,0.0001,3,9.0,False,Correctly Predicted Safe,True,12.411347517730496,14.830673758865249,False,Correctly Predicted Safe,True,False
18,6,6.0,7,NeNe Leakes,33.0,Tony Dovolani,5.72,0.0,99.99,,7,0.0001,7,13.0,False,Correctly Predicted Safe,True,11.702127659574469,8.711063829787234,False,Correctly Predicted Safe,True,False
18,6,7.0,3,Candace Cameron Bure,32.0,Mark Ballas,17.47,0.01,100.0,,2,0.0001,4,9.0,False,Correctly Predicted Safe,True,11.347517730496454,14.408758865248227,False,Correctly Predicted Safe,True,False
18,6,7.0,8,Drew Carey,32.0,Cheryl Burke,1.9,0.0,13.64,,8,0.8636,8,15.0,True,Correctly Predicted Eliminated,True,11.347517730496454,6.623758865248227,True,Correctly Predicted Eliminated,True,True
18,7,1.0,1,Meryl Davis,39.0,Maksim Chmerkoskiy,20.21,0.0,100.0,,1,0.0,1,2.0,False,Correctly Predicted Safe,True,15.41501976284585,17.812509881422926,False,Correctly Predicted Safe,True,False
18,7,2.0,2,Amy Purdy,37.5,Derek Hough,20.21,0.0,100.0,,2,0.0,2,4.0,False,Correctly Predicted Safe,True,14.82213438735178,17.51606719367589,False,Correctly Predicted Safe,True,False
18,7,3.0,3,Candace Cameron Bure,37.0,Mark Ballas,20.21,0.0,100.0,,3,0.0,3,6.0,False,Correctly Predicted Safe,True,14.624505928853754,17.41725296442688,False,Correctly Predicted Safe,True,False
18,7,4.0,6,Danica McKellar,36.0,Valentin Chmerkovskiy,7.23,0.0,100.0,,6,0.0,6,10.0,False,Correctly Predicted Safe,True,14.229249011857709,10.729624505928854,False,Correctly Predicted Safe,True,False
18,7,5.0,5,Charlie White,35.5,Sharna Burgess,12.32,0.0,100.0,,5,0.0,5,10.0,False,Correctly Predicted Safe,True,14.031620553359684,13.175810276679842,False,Correctly Predicted Safe,True,False
18,7,6.0,4,James Maslow,35.0,Peta Murgatroyd,17.41,0.0,100.0,,4,0.0,4,10.0,False,Correctly Predicted Safe,True,13.83399209486166,15.62199604743083,False,Correctly Predicted Safe,True,False
18,7,7.0,7,NeNe Leakes,33.0,Tony Dovolani,2.42,0.0,15.52,,7,0.8448,7,14.0,True,Correctly Predicted Eliminated,True,13.043478260869565,7.731739130434782,True,Correctly Predicted Eliminated,True,True
18,8,1.0,5,Charlie White,40.0,Sharna Burgess,9.41,0.0,97.32,,5,0.0268,5,6.0,False,Correctly Predicted Safe,True,17.699115044247787,13.554557522123893,False,Correctly Predicted Safe,True,False
18,8,1.0,2,Amy Purdy,40.0,Derek Hough,23.85,0.0,97.32,,1,0.0268,1,2.0,False,Correctly Predicted Safe,True,17.699115044247787,20.774557522123892,False,Correctly Predicted Safe,True,False
18,8,3.0,6,Danica McKellar,38.0,Valentin Chmerkovskiy,2.8,0.0,16.51,,6,0.8349,6,9.0,True,Correctly Predicted Eliminated,True,16.8141592920354,9.8070796460177,True,Correctly Predicted Eliminated,True,True
18,8,4.0,4,James Maslow,36.0,Peta Murgatroyd,16.64,0.89,98.21,,4,0.0268,4,8.0,False,Correctly Predicted Safe,True,15.929203539823009,16.284601769911504,False,Correctly Predicted Safe,True,False
18,8,4.0,3,Candace Cameron Bure,36.0,Mark Ballas,23.46,0.89,98.21,,3,0.0268,3,7.0,False,Correctly Predicted Safe,True,15.929203539823009,19.694601769911504,False,Correctly Predicted Safe,True,False
18,8,4.0,1,Meryl Davis,36.0,Maksim Chmerkoskiy,23.85,0.89,98.21,,2,0.0268,2,6.0,False,Correctly Predicted Safe,True,15.929203539823009,19.889601769911504,False,Correctly Predicted Safe,True,False
18,9,1.0,1,Meryl Davis,40.0,Maksim Chmerkoskiy,29.29,0.0,98.93,,2,0.0107,1,3.0,False,Correctly Predicted Safe,False,20.94240837696335,25.116204188481674,False,Correctly Predicted Safe,True,False
18,9,2.0,2,Amy Purdy,39.0,Derek Hough,29.29,0.0,98.93,,1,0.0107,2,3.0,False,Correctly Predicted Safe,False,20.418848167539267,24.854424083769633,False,Correctly Predicted Safe,True,False
18,9,3.0,4,James Maslow,38.0,Peta Murgatroyd,13.7,0.01,98.94,,4,0.0107,4,7.0,False,Correctly Predicted Safe,False,19.895287958115183,16.79764397905759,False,Correctly Predicted Safe,True,False
18,9,3.0,5,Charlie White,38.0,Sharna Burgess,3.94,0.0,20.1,,5,0.799,5,8.0,False,Incorrectly Predicted Safe,False,19.895287958115183,11.917643979057592,True,Correctly Predicted Eliminated,True,True
18,9,5.0,3,Candace Cameron Bure,36.0,Mark Ballas,23.77,1.06,99.99,,3,0.0107,3,8.0,True,Incorrectly Predicted Eliminated,False,18.848167539267017,21.30908376963351,False,Correctly Predicted Safe,True,False
18,10,1.0,1,Meryl Davis,30.0,Maksim Chmerkoskiy,37.57,23.85,97.37,,1,0.2648,1,2.0,False,Correctly Predicted Safe,True,26.16285154151521,31.866425770757605,False,Correctly Predicted Safe,True,False
18,10,2.0,2,Amy Purdy,29.666600000000003,Derek Hough,35.37,0.0,48.83,,2,0.5117,2,4.0,True,Correctly Predicted Eliminated,True,25.87209505138384,30.62104752569192,True,Correctly Predicted Eliminated,True,True
18,10,3.0,4,James Maslow,29.0,Peta Murgatroyd,5.53,0.0,24.69,,4,0.7531,4,7.0,True,Correctly Predicted Eliminated,True,25.290756490131372,15.410378245065687,True,Correctly Predicted Eliminated,True,True
18,10,4.0,3,Candace Cameron Bure,25.9998,Mark Ballas,21.54,2.63,35.55,,3,0.6707,3,7.0,True,Correctly Predicted Eliminated,True,22.67429691696957,22.107148458484787,True,Correctly Predicted Eliminated,True,True
19,1,1.0,1,Alfonso Ribeiro,36.0,Witney Carson,10.51,0.0,99.45,,1,0.0055,1,2.0,False,Correctly Predicted Safe,True,9.67741935483871,10.093709677419355,False,Correctly Predicted Safe,True,False
19,1,2.0,2,Sadie Robertson,34.0,Mark Ballas,10.51,0.0,99.45,,3,0.0055,2,5.0,False,Correctly Predicted Safe,True,9.13978494623656,9.824892473118279,False,Correctly Predicted Safe,True,False
19,1,3.0,6,Lea Thompson,32.0,Artem Chigvintsev,10.51,0.0,99.45,,4,0.0055,3,7.0,False,Correctly Predicted Safe,True,8.60215053763441,9.556075268817205,False,Correctly Predicted Safe,True,False
19,1,3.0,4,Bethany Mota,32.0,Derek Hough,10.51,0.0,99.45,,5,0.0055,4,8.0,False,Correctly Predicted Safe,True,8.60215053763441,9.556075268817205,False,Correctly Predicted Safe,True,False
19,1,5.0,11,Randy Couture,31.0,Karina Smirnoff,3.63,0.0,99.45,,11,0.0055,10,16.0,False,Correctly Predicted Safe,True,8.333333333333332,5.981666666666666,False,Correctly Predicted Safe,True,False
19,1,6.0,9,Jonathan Bennett,30.0,Allison Holker,6.66,0.0,99.45,,9,0.0055,9,15.0,False,Correctly Predicted Safe,True,8.064516129032258,7.362258064516129,False,Correctly Predicted Safe,True,False
19,1,7.0,3,Janel Parrish,29.0,Valentin Chmerkovskiy,10.51,0.0,99.45,,2,0.0055,5,9.0,False,Correctly Predicted Safe,True,7.795698924731183,9.152849462365591,False,Correctly Predicted Safe,True,False
19,1,7.0,12,Tavis Smiley,29.0,Sharna Burgess,2.18,0.0,99.45,,12,0.0055,12,19.0,False,Correctly Predicted Safe,True,7.795698924731183,4.987849462365592,False,Correctly Predicted Safe,True,False
19,1,9.0,5,Tommy Chong,27.0,Peta Murgatroyd,10.51,0.0,99.45,,6,0.0055,6,15.0,False,Correctly Predicted Safe,True,7.258064516129033,8.884032258064517,False,Correctly Predicted Safe,True,False
19,1,10.0,8,Antonio Sabato Jr.,25.0,Cheryl Burke,8.31,0.0,99.45,,8,0.0055,8,18.0,False,Correctly Predicted Safe,True,6.720430107526881,7.515215053763441,False,Correctly Predicted Safe,True,False
19,1,10.0,7,Michael Waltrip,25.0,Emma Slater,9.81,0.0,99.45,,7,0.0055,7,17.0,False,Correctly Predicted Safe,True,6.720430107526881,8.265215053763441,False,Correctly Predicted Safe,True,False
19,1,12.0,13,Lolo Jones,22.0,Keo Motsepe,0.88,0.0,9.46,,13,0.9054,13,25.0,True,Correctly Predicted Eliminated,True,5.913978494623656,3.396989247311828,True,Correctly Predicted Eliminated,True,True
19,1,13.0,10,Betsey Johnson,20.0,Tony Dovolani,5.44,0.55,100.0,,10,0.0055,11,23.0,False,Correctly Predicted Safe,True,5.376344086021505,5.408172043010753,False,Correctly Predicted Safe,True,False
19,2,1.0,6,Lea Thompson,35.0,Artem Chigvintsev,11.21,0.0,98.86,,6,0.0114,1,7.0,False,Correctly Predicted Safe,True,9.668508287292818,10.439254143646409,False,Correctly Predicted Safe,True,False
19,2,2.0,3,Janel Parrish,34.0,Valentin Chmerkovskiy,11.44,0.0,98.86,,1,0.0114,2,3.0,False,Correctly Predicted Safe,True,9.392265193370166,10.416132596685083,False,Correctly Predicted Safe,True,False
19,2,3.0,4,Bethany Mota,33.0,Derek Hough,11.44,0.0,98.86,,2,0.0114,3,5.0,False,Correctly Predicted Safe,True,9.116022099447514,10.278011049723757,False,Correctly Predicted Safe,True,False
19,2,4.0,1,Alfonso Ribeiro,32.0,Witney Carson,11.44,0.0,98.86,,5,0.0114,4,9.0,False,Correctly Predicted Safe,True,8.83977900552486,10.13988950276243,False,Correctly Predicted Safe,True,False
19,2,5.0,8,Antonio Sabato Jr.,31.0,Cheryl Burke,7.82,0.0,98.86,,8,0.0114,8,13.0,False,Correctly Predicted Safe,True,8.56353591160221,8.191767955801105,False,Correctly Predicted Safe,True,False
19,2,5.0,2,Sadie Robertson,31.0,Mark Ballas,11.44,0.0,98.86,,3,0.0114,5,8.0,False,Correctly Predicted Safe,True,8.56353591160221,10.001767955801105,False,Correctly Predicted Safe,True,False
19,2,7.0,9,Jonathan Bennett,30.0,Allison Holker,6.09,0.0,98.86,,9,0.0114,9,16.0,False,Correctly Predicted Safe,True,8.287292817679557,7.188646408839778,False,Correctly Predicted Safe,True,False
19,2,8.0,11,Randy Couture,28.0,Karina Smirnoff,2.63,0.01,98.87,,11,0.0114,11,19.0,False,Correctly Predicted Safe,True,7.734806629834254,5.182403314917127,False,Correctly Predicted Safe,True,False
19,2,8.0,5,Tommy Chong,28.0,Peta Murgatroyd,11.44,0.01,98.87,,4,0.0114,6,12.0,False,Correctly Predicted Safe,True,7.734806629834254,9.587403314917127,False,Correctly Predicted Safe,True,False
19,2,8.0,10,Betsey Johnson,28.0,Tony Dovolani,4.39,0.01,98.87,,10,0.0114,10,18.0,False,Correctly Predicted Safe,True,7.734806629834254,6.062403314917127,False,Correctly Predicted Safe,True,False
19,2,8.0,12,Tavis Smiley,28.0,Sharna Burgess,0.87,0.0,8.92,,12,0.9108,12,20.0,True,Correctly Predicted Eliminated,True,7.734806629834254,4.302403314917127,True,Correctly Predicted Eliminated,True,True
19,2,12.0,7,Michael Waltrip,24.0,Emma Slater,9.8,1.11,99.97,,7,0.0114,7,19.0,False,Correctly Predicted Safe,True,6.629834254143646,8.214917127071823,False,Correctly Predicted Safe,True,False
19,3,1.0,3,Janel Parrish,40.0,Valentin Chmerkovskiy,12.49,0.0,100.0,,1,0.0,1,2.0,False,Correctly Predicted Safe,True,11.3314447592068,11.9107223796034,False,Correctly Predicted Safe,True,False
19,3,1.0,4,Bethany Mota,40.0,Derek Hough,12.49,0.0,100.0,,2,0.0,2,3.0,False,Correctly Predicted Safe,True,11.3314447592068,11.9107223796034,False,Correctly Predicted Safe,True,False
19,3,3.0,5,Tommy Chong,34.0,Peta Murgatroyd,12.49,0.0,100.0,,5,0.0,3,8.0,False,Correctly Predicted Safe,True,9.631728045325778,11.060864022662889,False,Correctly Predicted Safe,True,False
19,3,4.0,9,Jonathan Bennett,32.0,Allison Holker,5.11,0.0,100.0,,9,0.0,9,13.0,False,Correctly Predicted Safe,True,9.06515580736544,7.087577903682719,False,Correctly Predicted Safe,True,False
19,3,4.0,1,Alfonso Ribeiro,32.0,Witney Carson,12.49,0.0,100.0,,3,0.0,4,7.0,False,Correctly Predicted Safe,True,9.06515580736544,10.777577903682719,False,Correctly Predicted Safe,True,False
19,3,4.0,2,Sadie Robertson,32.0,Mark Ballas,12.49,0.0,100.0,,4,0.0,5,8.0,False,Correctly Predicted Safe,True,9.06515580736544,10.777577903682719,False,Correctly Predicted Safe,True,False
19,3,7.0,6,Lea Thompson,31.0,Artem Chigvintsev,11.4,0.0,100.0,,6,0.0,6,13.0,False,Correctly Predicted Safe,True,8.78186968838527,10.090934844192635,False,Correctly Predicted Safe,True,False
19,3,8.0,8,Antonio Sabato Jr.,29.0,Cheryl Burke,7.3,0.0,100.0,,8,0.0,8,16.0,False,Correctly Predicted Safe,True,8.21529745042493,7.757648725212466,False,Correctly Predicted Safe,True,False
19,3,8.0,10,Betsey Johnson,29.0,Tony Dovolani,3.14,0.0,100.0,,10,0.0,10,18.0,False,Correctly Predicted Safe,True,8.21529745042493,5.677648725212466,False,Correctly Predicted Safe,True,False
19,3,10.0,7,Michael Waltrip,28.0,Emma Slater,9.42,0.0,100.0,,7,0.0,7,17.0,False,Correctly Predicted Safe,True,7.932011331444759,8.676005665722379,False,Correctly Predicted Safe,True,False
19,3,11.0,11,Randy Couture,26.0,Karina Smirnoff,1.16,0.0,10.81,,11,0.8919,11,22.0,True,Correctly Predicted Eliminated,True,7.365439093484419,4.262719546742209,True,Correctly Predicted Eliminated,True,True
19,4,1.0,1,Alfonso Ribeiro,40.0,Witney Carson,13.75,0.0,96.83,,1,0.0317,1,2.0,False,Correctly Predicted Safe,False,12.5,13.125,False,Correctly Predicted Safe,True,False
19,4,2.0,6,Lea Thompson,39.0,Artem Chigvintsev,10.83,0.0,96.83,,6,0.0317,5,8.0,False,Correctly Predicted Safe,False,12.1875,11.50875,False,Correctly Predicted Safe,True,False
19,4,3.0,2,Sadie Robertson,37.0,Mark Ballas,13.75,0.0,96.83,,2,0.0317,2,5.0,False,Correctly Predicted Safe,False,11.5625,12.65625,False,Correctly Predicted Safe,True,False
19,4,4.0,3,Janel Parrish,36.0,Valentin Chmerkovskiy,13.75,0.0,96.83,,3,0.0317,3,7.0,False,Correctly Predicted Safe,False,11.25,12.5,False,Correctly Predicted Safe,True,False
19,4,5.0,4,Bethany Mota,33.0,Derek Hough,13.75,0.0,96.83,,4,0.0317,4,9.0,False,Correctly Predicted Safe,False,10.3125,12.03125,False,Correctly Predicted Safe,True,False
19,4,6.0,8,Antonio Sabato Jr.,29.0,Cheryl Burke,6.26,0.01,96.84,,8,0.0317,8,14.0,False,Correctly Predicted Safe,False,9.0625,7.66125,False,Correctly Predicted Safe,True,False
19,4,6.0,10,Betsey Johnson,29.0,Tony Dovolani,1.25,0.0,10.93,,10,0.8907,10,16.0,False,Incorrectly Predicted Safe,False,9.0625,5.15625,True,Correctly Predicted Eliminated,True,True
19,4,8.0,5,Tommy Chong,28.0,Peta Murgatroyd,13.75,0.32,97.16,,5,0.0317,6,13.0,False,Correctly Predicted Safe,False,8.75,11.25,False,Correctly Predicted Safe,True,False
19,4,9.0,7,Michael Waltrip,25.0,Emma Slater,8.93,1.26,98.09,,7,0.0317,7,16.0,False,Correctly Predicted Safe,False,7.8125,8.37125,False,Correctly Predicted Safe,True,False
19,4,10.0,9,Jonathan Bennett,24.0,Allison Holker,3.97,1.57,98.41,,9,0.0317,9,19.0,True,Incorrectly Predicted Eliminated,False,7.5,5.735,False,Correctly Predicted Safe,True,False
19,6,1.0,1,Alfonso Ribeiro,73.0,Witney Carson,15.39,0.0,98.0,,1,0.02,1,2.0,False,Correctly Predicted Safe,False,13.10592459605027,14.247962298025136,False,Correctly Predicted Safe,True,False
19,6,3.0,4,Bethany Mota,68.0,Derek Hough,15.39,0.0,98.0,,2,0.02,3,5.0,False,Correctly Predicted Safe,False,12.208258527827647,13.799129263913823,False,Correctly Predicted Safe,True,False
19,6,2.0,2,Sadie Robertson,71.0,Mark Ballas,15.39,0.0,98.0,,3,0.02,2,5.0,False,Correctly Predicted Safe,False,12.746858168761221,14.068429084380611,False,Correctly Predicted Safe,True,False
19,6,4.0,3,Janel Parrish,66.0,Valentin Chmerkovskiy,15.39,0.0,98.0,,4,0.02,4,8.0,False,Correctly Predicted Safe,False,11.8491921005386,13.619596050269301,False,Correctly Predicted Safe,True,False
19,6,6.0,9,Jonathan Bennett,56.0,Allison Holker,1.53,0.0,12.16,,9,0.8784,9,15.0,False,Incorrectly Predicted Safe,False,10.053859964093357,5.791929982046678,True,Correctly Predicted Eliminated,True,True
